time_s,C1(mol/m^3),C2(mol/m^3),J1(mol/s),J2(mol/s),J_left_2D(mol/(m s)),J_right_2D(mol/(m s)),J_left_total(mol/s),J_right_total(mol/s),Int_C_domain(mol),balance(mol),target(mol),residual(mol),relative_residual
20160.0,0.01996737274865412,2.5848299851102925e-05,-3.4893970343743583e-13,3.4893969926071586e-13,-6.978794068748716e-11,6.978793985214317e-11,-3.4893970343743583e-13,3.4893969926071586e-13,4.998305250024176e-09,5.003303567376329e-06,5e-06,3.303567376328644e-09,0.0006607134752657287
20190.0,0.019967330876065562,2.5890172439175187e-05,-3.4893823799201113e-13,3.489382339355276e-13,-6.978764759840222e-11,6.978764678710552e-11,-3.4893823799201113e-13,3.489382339355276e-13,4.9983052503724455e-09,5.003303567376558e-06,5e-06,3.303567376557343e-09,0.0006607134753114685
20220.0,0.01996728900365286,2.593204485140896e-05,-3.489367725544702e-13,3.489367686147627e-13,-6.978735451089404e-11,6.978735372295254e-11,-3.489367725544702e-13,3.489367686147627e-13,4.9983052507106995e-09,5.003303567376777e-06,5e-06,3.3035673767767244e-09,0.0006607134753553449
20250.0,0.019967247131416004,2.5973917087804776e-05,-3.4893530712476565e-13,3.489353032984707e-13,-6.978706142495313e-11,6.978706065969414e-11,-3.4893530712476565e-13,3.489353032984707e-13,4.998305251039206e-09,5.0033035673769914e-06,5e-06,3.3035673769910237e-09,0.0006607134753982047
20280.0,0.019967205259355,2.6015789148363176e-05,-3.489338417028456e-13,3.489338379867002e-13,-6.978676834056912e-11,6.978676759734004e-11,-3.489338417028456e-13,3.489338379867002e-13,4.998305251358254e-09,5.003303567377199e-06,5e-06,3.303567377198547e-09,0.0006607134754397094
20310.0,0.019967163387469847,2.6057661033084717e-05,-3.489323762886651e-13,3.4893237267949814e-13,-6.978647525773303e-11,6.978647453589963e-11,-3.489323762886651e-13,3.4893237267949814e-13,4.998305251668109e-09,5.003303567377401e-06,5e-06,3.3035673774009877e-09,0.0006607134754801975
20340.0,0.019967121515760543,2.6099532741969952e-05,-3.489309108821791e-13,3.4893090737690987e-13,-6.978618217643582e-11,6.978618147538198e-11,-3.489309108821791e-13,3.4893090737690987e-13,4.998305251969059e-09,5.003303567377596e-06,5e-06,3.3035673775958052e-09,0.000660713475519161
20370.0,0.019967079644227084,2.614140427501943e-05,-3.48929445483341e-13,3.4892944207898014e-13,-6.97858890966682e-11,6.978588841579603e-11,-3.48929445483341e-13,3.4892944207898014e-13,4.9983052522613315e-09,5.003303567377788e-06,5e-06,3.3035673777872347e-09,0.0006607134755574469
20400.0,0.019967037772869473,2.618327563223372e-05,-3.4892798009211037e-13,3.4892797678575173e-13,-6.978559601842208e-11,6.978559535715035e-11,-3.4892798009211037e-13,3.4892797678575173e-13,4.9983052525451926e-09,5.003303567377972e-06,5e-06,3.303567377971888e-09,0.0006607134755943775
20430.0,0.01996699590168771,2.622514681361339e-05,-3.489265147084431e-13,3.4892651149726637e-13,-6.978530294168862e-11,6.978530229945328e-11,-3.489265147084431e-13,3.4892651149726637e-13,4.998305252820881e-09,5.003303567378151e-06,5e-06,3.303567378150612e-09,0.0006607134756301224
20460.0,0.01996695403068179,2.626701781915902e-05,-3.4892504933230094e-13,3.489250462135647e-13,-6.978500986646018e-11,6.978500924271294e-11,-3.4892504933230094e-13,3.489250462135647e-13,4.998305253088649e-09,5.0033035673783255e-06,5e-06,3.3035673783251006e-09,0.0006607134756650201
20490.0,0.019966912159851715,2.630888864887118e-05,-3.4892358396364126e-13,3.489235809346861e-13,-6.978471679272825e-11,6.978471618693722e-11,-3.4892358396364126e-13,3.489235809346861e-13,4.998305253348697e-09,5.003303567378495e-06,5e-06,3.303567378494507e-09,0.0006607134756989014
20520.0,0.019966870289197483,2.6350759302750463e-05,-3.4892211860242904e-13,3.4892211566066903e-13,-6.978442372048581e-11,6.978442313213381e-11,-3.4892211860242904e-13,3.4892211566066903e-13,4.998305253601267e-09,5.003303567378659e-06,5e-06,3.3035673786588316e-09,0.0006607134757317663
20550.0,0.01996682841871909,2.639262978079745e-05,-3.489206532486261e-13,3.489206503915505e-13,-6.978413064972522e-11,6.978413007831009e-11,-3.489206532486261e-13,3.489206503915505e-13,4.998305253846551e-09,5.0033035673788185e-06,5e-06,3.3035673788180738e-09,0.0006607134757636148
20580.0,0.019966786548416538,2.6434500083012735e-05,-3.4891918790219353e-13,3.489191851273667e-13,-6.97838375804387e-11,6.978383702547334e-11,-3.4891918790219353e-13,3.489191851273667e-13,4.998305254084781e-09,5.003303567378973e-06,5e-06,3.3035673789722338e-09,0.0006607134757944468
20610.0,0.01996674467828983,2.647637020939691e-05,-3.489177225630988e-13,3.4891771986815264e-13,-6.978354451261976e-11,6.978354397363052e-11,-3.489177225630988e-13,3.4891771986815264e-13,4.998305254316154e-09,5.0033035673791226e-06,5e-06,3.3035673791221586e-09,0.0006607134758244317
20640.0,0.01996670280833896,2.6518240159950584e-05,-3.4891625723130763e-13,3.4891625461394227e-13,-6.978325144626152e-11,6.978325092278845e-11,-3.4891625723130763e-13,3.4891625461394227e-13,4.998305254540858e-09,5.003303567379269e-06,5e-06,3.3035673792686953e-09,0.0006607134758537391
20670.0,0.019966660938563932,2.6560109934674353e-05,-3.489147919067896e-13,3.489147893647689e-13,-6.978295838135791e-11,6.978295787295377e-11,-3.489147919067896e-13,3.489147893647689e-13,4.998305254759108e-09,5.00330356737941e-06,5e-06,3.3035673794093028e-09,0.0006607134758818606
20700.0,0.01996661906896474,2.6601979533568835e-05,-3.4891332658950704e-13,3.489133241206644e-13,-6.97826653179014e-11,6.978266482413288e-11,-3.4891332658950704e-13,3.489133241206644e-13,4.998305254971069e-09,5.0033035673795495e-06,5e-06,3.3035673795490632e-09,0.0006607134759098126
20730.0,0.01996657719954139,2.6643848956634635e-05,-3.4891186127943305e-13,3.4891185888165996e-13,-6.97823722558866e-11,6.9782371776332e-11,-3.4891186127943305e-13,3.4891185888165996e-13,4.9983052551769355e-09,5.003303567379683e-06,5e-06,3.3035673796828944e-09,0.0006607134759365788
20760.0,0.01996653533029387,2.6685718203872374e-05,-3.489103959765346e-13,3.4891039364778645e-13,-6.978207919530692e-11,6.978207872955729e-11,-3.489103959765346e-13,3.4891039364778645e-13,4.998305255376862e-09,5.003303567379812e-06,5e-06,3.3035673798116434e-09,0.0006607134759623286
20790.0,0.01996649346122219,2.672758727528266e-05,-3.489089306807787e-13,3.489089284190725e-13,-6.978178613615574e-11,6.97817856838145e-11,-3.489089306807787e-13,3.489089284190725e-13,4.9983052555710424e-09,5.003303567379939e-06,5e-06,3.3035673799386984e-09,0.0006607134759877396
20820.0,0.019966451592326344,2.6769456170866127e-05,-3.4890746539214717e-13,3.4890746319554714e-13,-6.978149307842943e-11,6.978149263910943e-11,-3.4890746539214717e-13,3.4890746319554714e-13,4.998305255759629e-09,5.003303567380063e-06,5e-06,3.303567380062365e-09,0.000660713476012473
20850.0,0.019966409723606332,2.6811324890623398e-05,-3.4890600011060394e-13,3.4890599797723804e-13,-6.978120002212079e-11,6.978119959544761e-11,-3.4890600011060394e-13,3.4890599797723804e-13,4.998305255942782e-09,5.003303567380182e-06,5e-06,3.303567380181797e-09,0.0006607134760363594
20880.0,0.01996636785506215,2.68531934345551e-05,-3.48904534836126e-13,3.4890453276417213e-13,-6.97809069672252e-11,6.978090655283442e-11,-3.48904534836126e-13,3.4890453276417213e-13,4.99830525612067e-09,5.0033035673802966e-06,5e-06,3.3035673802961463e-09,0.0006607134760592292
20910.0,0.0199663259866938,2.689506180266186e-05,-3.489030695686823e-13,3.489030675563756e-13,-6.978061391373646e-11,6.978061351127512e-11,-3.489030695686823e-13,3.489030675563756e-13,4.998305256293435e-09,5.003303567380409e-06,5e-06,3.3035673804088017e-09,0.0006607134760817603
20940.0,0.019966284118501286,2.6936929994944326e-05,-3.4890160430825054e-13,3.489016023538739e-13,-6.97803208616501e-11,6.978032047077478e-11,-3.4890160430825054e-13,3.489016023538739e-13,4.998305256461217e-09,5.003303567380519e-06,5e-06,3.303567380518916e-09,0.0006607134761037832
20970.0,0.019966242250484604,2.6978798011403128e-05,-3.489001390548095e-13,3.4890013715669136e-13,-6.97800278109619e-11,6.978002743133827e-11,-3.489001390548095e-13,3.4890013715669136e-13,4.998305256624181e-09,5.003303567380626e-06,5e-06,3.303567380625642e-09,0.0006607134761251284
21000.0,0.019966200382643746,2.7020665852038913e-05,-3.4889867380832834e-13,3.4889867196485254e-13,-6.977973476166566e-11,6.977973439297051e-11,-3.4889867380832834e-13,3.4889867196485254e-13,4.998305256782447e-09,5.003303567380729e-06,5e-06,3.30356738072898e-09,0.000660713476145796
21030.0,0.01996615851497872,2.706253351685232e-05,-3.4889720856878785e-13,3.4889720677838066e-13,-6.977944171375757e-11,6.977944135567613e-11,-3.4889720856878785e-13,3.4889720677838066e-13,4.998305256936167e-09,5.00330356738083e-06,5e-06,3.303567380829777e-09,0.0006607134761659554
21060.0,0.01996611664748952,2.7104401005843996e-05,-3.4889574333616496e-13,3.488957415972978e-13,-6.977914866723299e-11,6.977914831945956e-11,-3.4889574333616496e-13,3.488957415972978e-13,4.9983052570854554e-09,5.003303567380927e-06,5e-06,3.303567380926339e-09,0.0006607134761852677
21090.0,0.019966074780176146,2.7146268319014594e-05,-3.488942781104363e-13,3.4889427642162644e-13,-6.977885562208725e-11,6.977885528432529e-11,-3.488942781104363e-13,3.4889427642162644e-13,4.998305257230442e-09,5.003303567381021e-06,5e-06,3.3035673810203595e-09,0.0006607134762040719
21120.0,0.0199660329130386,2.718813545636476e-05,-3.488928128915819e-13,3.4889281125138773e-13,-6.977856257831639e-11,6.977856225027754e-11,-3.488928128915819e-13,3.4889281125138773e-13,4.9983052573712645e-09,5.003303567381113e-06,5e-06,3.303567381112686e-09,0.0006607134762225372
21150.0,0.019965991046076877,2.7230002417895154e-05,-3.4889134767958113e-13,3.4889134608660217e-13,-6.977826953591622e-11,6.977826921732044e-11,-3.4889134767958113e-13,3.4889134608660217e-13,4.9983052575080215e-09,5.003303567381201e-06,5e-06,3.3035673812007775e-09,0.0006607134762401554
21180.0,0.019965949179290975,2.7271869203606426e-05,-3.4888988247440974e-13,3.4888988092729033e-13,-6.977797649488194e-11,6.977797618545807e-11,-3.4888988247440974e-13,3.4888988092729033e-13,4.998305257640847e-09,5.003303567381287e-06,5e-06,3.303567381286328e-09,0.0006607134762572656
21210.0,0.019965907312680897,2.7313735813499243e-05,-3.4888841727605385e-13,3.4888841577347143e-13,-6.977768345521077e-11,6.977768315469428e-11,-3.4888841727605385e-13,3.4888841577347143e-13,4.9983052577698465e-09,5.00330356738137e-06,5e-06,3.303567381369337e-09,0.0006607134762738674
21240.0,0.019965865446246647,2.7355602247574264e-05,-3.488869520844907e-13,3.488869506251646e-13,-6.977739041689813e-11,6.977739012503292e-11,-3.488869520844907e-13,3.488869506251646e-13,4.9983052578951395e-09,5.00330356738145e-06,5e-06,3.303567381449805e-09,0.000660713476289961
21270.0,0.019965823579988218,2.7397468505832158e-05,-3.4888548689970574e-13,3.4888548548238816e-13,-6.977709737994114e-11,6.977709709647763e-11,-3.4888548689970574e-13,3.4888548548238816e-13,4.998305258016814e-09,5.003303567381529e-06,5e-06,3.3035673815285792e-09,0.0006607134763057158
21300.0,0.019965781713905607,2.7439334588273574e-05,-3.4888402172167884e-13,3.4888402034515997e-13,-6.977680434433577e-11,6.977680406903199e-11,-3.4888402172167884e-13,3.4888402034515997e-13,4.998305258134996e-09,5.003303567381605e-06,5e-06,3.303567381604812e-09,0.0006607134763209624
21330.0,0.019965739847998824,2.7481200494899193e-05,-3.4888255655038953e-13,3.488825552134976e-13,-6.97765113100779e-11,6.977651104269951e-11,-3.4888255655038953e-13,3.488825552134976e-13,4.99830525824977e-09,5.00330356738168e-06,5e-06,3.303567381679351e-09,0.0006607134763358702
21360.0,0.01996569798226786,2.7523066225709684e-05,-3.4888109138582537e-13,3.4888109008741777e-13,-6.977621827716507e-11,6.977621801748355e-11,-3.4888109138582537e-13,3.4888109008741777e-13,4.998305258361239e-09,5.0033035673817535e-06,5e-06,3.303567381753043e-09,0.0006607134763506085
21390.0,0.01996565611671271,2.756493178070572e-05,-3.4887962622796745e-13,3.48879624966937e-13,-6.977592524559349e-11,6.97759249933874e-11,-3.4887962622796745e-13,3.48879624966937e-13,4.998305258469515e-09,5.003303567381824e-06,5e-06,3.3035673818233467e-09,0.0006607134763646693
21420.0,0.019965614251333384,2.760679715988797e-05,-3.488781610767996e-13,3.4887815985207104e-13,-6.977563221535991e-11,6.977563197041421e-11,-3.488781610767996e-13,3.4887815985207104e-13,4.998305258574651e-09,5.003303567381892e-06,5e-06,3.3035673818919564e-09,0.0006607134763783912
21450.0,0.019965572386129872,2.764866236325711e-05,-3.4887669593230974e-13,3.4887669474283553e-13,-6.977533918646195e-11,6.97753389485671e-11,-3.4887669593230974e-13,3.4887669474283553e-13,4.998305258676766e-09,5.00330356738196e-06,5e-06,3.303567381959719e-09,0.0006607134763919437
21480.0,0.01996553052110218,2.7690527390813825e-05,-3.4887523079447783e-13,3.488752296392454e-13,-6.977504615889557e-11,6.977504592784908e-11,-3.4887523079447783e-13,3.488752296392454e-13,4.998305258775954e-09,5.0033035673820245e-06,5e-06,3.3035673820240935e-09,0.0006607134764048186
21510.0,0.0199654886562503,2.7732392242558784e-05,-3.488737656632936e-13,3.488737645413152e-13,-6.977475313265872e-11,6.977475290826304e-11,-3.488737656632936e-13,3.488737645413152e-13,4.998305258872275e-09,5.003303567382086e-06,5e-06,3.303567382085927e-09,0.0006607134764171854
21540.0,0.019965446791574238,2.7774256918492674e-05,-3.488723005387379e-13,3.48872299449059e-13,-6.977446010774758e-11,6.97744598898118e-11,-3.488723005387379e-13,3.48872299449059e-13,4.9983052589658305e-09,5.003303567382148e-06,5e-06,3.3035673821477603e-09,0.000660713476429552
21570.0,0.019965404927073986,2.7816121418616175e-05,-3.4887083542080134e-13,3.488708343624909e-13,-6.977416708416027e-11,6.977416687249818e-11,-3.4887083542080134e-13,3.488708343624909e-13,4.9983052590566856e-09,5.0033035673822075e-06,5e-06,3.3035673822070526e-09,0.0006607134764414105
21600.0,0.01996536306274955,2.785798574292997e-05,-3.4886937030946663e-13,3.4886936928162394e-13,-6.977387406189332e-11,6.977387385632478e-11,-3.4886937030946663e-13,3.4886936928162394e-13,4.9983052591449275e-09,5.003303567382264e-06,5e-06,3.303567382263804e-09,0.0006607134764527608
21630.0,0.01996532119860092,2.7899849891434747e-05,-3.488679052047283e-13,3.488679042064713e-13,-6.977358104094566e-11,6.977358084129426e-11,-3.488679052047283e-13,3.488679042064713e-13,4.99830525923063e-09,5.003303567382319e-06,5e-06,3.303567382318861e-09,0.0006607134764637721
21660.0,0.019965279334628105,2.794171386413119e-05,-3.4886644010656634e-13,3.488664391370452e-13,-6.977328802131327e-11,6.977328782740903e-11,-3.4886644010656634e-13,3.488664391370452e-13,4.998305259313866e-09,5.0033035673823735e-06,5e-06,3.303567382373071e-09,0.0006607134764746142
21690.0,0.019965237470831107,2.7983577661019994e-05,-3.488649750149688e-13,3.488649740733585e-13,-6.977299500299376e-11,6.97729948146717e-11,-3.488649750149688e-13,3.488649740733585e-13,4.998305259394716e-09,5.003303567382427e-06,5e-06,3.303567382426434e-09,0.0006607134764852868
21720.0,0.019965195607209912,2.8025441282101846e-05,-3.4886350992992747e-13,3.488635090154224e-13,-6.97727019859855e-11,6.977270180308448e-11,-3.4886350992992747e-13,3.488635090154224e-13,4.998305259473215e-09,5.003303567382477e-06,5e-06,3.303567382476409e-09,0.0006607134764952818
21750.0,0.01996515374376453,2.8067304727377437e-05,-3.4886204485142724e-13,3.4886204396324893e-13,-6.977240897028545e-11,6.977240879264978e-11,-3.4886204485142724e-13,3.4886204396324893e-13,4.9983052595494735e-09,5.003303567382526e-06,5e-06,3.303567382525537e-09,0.0006607134765051073
21780.0,0.01996511188049496,2.810916799684746e-05,-3.4886057977946197e-13,3.4886057891684906e-13,-6.977211595589239e-11,6.977211578336981e-11,-3.4886057977946197e-13,3.4886057891684906e-13,4.9983052596235285e-09,5.003303567382575e-06,5e-06,3.303567382574665e-09,0.0006607134765149329
21810.0,0.019965070017401193,2.8151031090512606e-05,-3.4885911471401533e-13,3.4885911387623384e-13,-6.977182294280307e-11,6.977182277524676e-11,-3.4885911471401533e-13,3.4885911387623384e-13,4.9983052596954485e-09,5.0033035673826225e-06,5e-06,3.3035673826220988e-09,0.0006607134765244197
21840.0,0.019965028154483234,2.8192894008373574e-05,-3.4885764965507886e-13,3.4885764884141374e-13,-6.977152993101577e-11,6.977152976828275e-11,-3.4885764965507886e-13,3.4885764884141374e-13,4.998305259765312e-09,5.003303567382667e-06,5e-06,3.3035673826669915e-09,0.0006607134765333983
21870.0,0.01996498629174108,2.8234756750431065e-05,-3.4885618460264174e-13,3.48856183812399e-13,-6.977123692052834e-11,6.97712367624798e-11,-3.4885618460264174e-13,3.48856183812399e-13,4.998305259833147e-09,5.003303567382711e-06,5e-06,3.30356738271019e-09,0.000660713476542038
21900.0,0.019964944429174732,2.827661931668577e-05,-3.488547195566922e-13,3.488547187891996e-13,-6.977094391133844e-11,6.977094375783993e-11,-3.488547195566922e-13,3.488547187891996e-13,4.998305259899042e-09,5.003303567382754e-06,5e-06,3.303567382753389e-09,0.0006607134765506778
21930.0,0.019964902566784192,2.831848170713839e-05,-3.488532545172254e-13,3.488532537718254e-13,-6.977065090344507e-11,6.977065075436508e-11,-3.488532545172254e-13,3.488532537718254e-13,4.998305259963027e-09,5.003303567382796e-06,5e-06,3.3035673827957405e-09,0.0006607134765591481
21960.0,0.019964860704569456,2.8360343921789627e-05,-3.4885178948422953e-13,3.488517887602854e-13,-6.977035789684591e-11,6.977035775205708e-11,-3.4885178948422953e-13,3.488517887602854e-13,4.998305260025186e-09,5.003303567382836e-06,5e-06,3.303567382835551e-09,0.0006607134765671102
21990.0,0.019964818842530523,2.8402205960640175e-05,-3.4885032445769285e-13,3.488503237545889e-13,-6.977006489153857e-11,6.977006475091778e-11,-3.4885032445769285e-13,3.488503237545889e-13,4.998305260085548e-09,5.003303567382877e-06,5e-06,3.3035673828762086e-09,0.0006607134765752417
22020.0,0.01996477698066739,2.8444067823690746e-05,-3.4884885943760836e-13,3.4884885875474507e-13,-6.976977188752167e-11,6.976977175094902e-11,-3.4884885943760836e-13,3.4884885875474507e-13,4.998305260144167e-09,5.003303567382915e-06,5e-06,3.303567382914325e-09,0.000660713476582865
22050.0,0.019964735118980056,2.8485929510942038e-05,-3.488473944239681e-13,3.4884739376076217e-13,-6.976947888479362e-11,6.976947875215243e-11,-3.488473944239681e-13,3.4884739376076217e-13,4.998305260201106e-09,5.00330356738295e-06,5e-06,3.3035673829499005e-09,0.0006607134765899801
22080.0,0.019964693257468524,2.8527791022394755e-05,-3.4884592941676253e-13,3.488459287726487e-13,-6.97691858833525e-11,6.976918575452974e-11,-3.4884592941676253e-13,3.488459287726487e-13,4.998305260256418e-09,5.003303567382986e-06,5e-06,3.303567382985476e-09,0.0006607134765970952
22110.0,0.019964651396132793,2.8569652358049606e-05,-3.488444644159851e-13,3.4884446379041277e-13,-6.976889288319703e-11,6.976889275808255e-11,-3.488444644159851e-13,3.4884446379041277e-13,4.998305260310106e-09,5.0033035673830215e-06,5e-06,3.3035673830210513e-09,0.0006607134766042103
22140.0,0.01996460953497287,2.8611513517907295e-05,-3.488429994216268e-13,3.488429988140622e-13,-6.976859988432536e-11,6.976859976281244e-11,-3.488429994216268e-13,3.488429988140622e-13,4.998305260362271e-09,5.003303567383056e-06,5e-06,3.3035673830557796e-09,0.0006607134766111559
22170.0,0.01996456767398874,2.865337450196853e-05,-3.4884153443368316e-13,3.488415338436047e-13,-6.976830688673663e-11,6.976830676872094e-11,-3.4884153443368316e-13,3.488415338436047e-13,4.998305260412921e-09,5.003303567383089e-06,5e-06,3.303567383088814e-09,0.0006607134766177628
22200.0,0.019964525813180405,2.8695235310234015e-05,-3.4884006945213856e-13,3.488400688790475e-13,-6.976801389042771e-11,6.97680137758095e-11,-3.4884006945213856e-13,3.488400688790475e-13,4.998305260462129e-09,5.003303567383121e-06,5e-06,3.303567383121001e-09,0.0006607134766242002
22230.0,0.01996448395254787,2.8737095942704464e-05,-3.488386044769937e-13,3.4883860392039823e-13,-6.976772089539874e-11,6.976772078407964e-11,-3.488386044769937e-13,3.4883860392039823e-13,4.9983052605099005e-09,5.003303567383154e-06,5e-06,3.3035673831531884e-09,0.0006607134766306377
22260.0,0.01996444209209113,2.8778956399380585e-05,-3.488371395082367e-13,3.4883713896766374e-13,-6.976742790164734e-11,6.976742779353274e-11,-3.488371395082367e-13,3.4883713896766374e-13,4.998305260556324e-09,5.003303567383184e-06,5e-06,3.3035673831836816e-09,0.0006607134766367363
22290.0,0.019964400231810186,2.8820816680263087e-05,-3.4883567454586263e-13,3.488356740208506e-13,-6.976713490917252e-11,6.976713480417011e-11,-3.4883567454586263e-13,3.488356740208506e-13,4.998305260601401e-09,5.003303567383214e-06,5e-06,3.3035673832133278e-09,0.0006607134766426655
22320.0,0.019964358371705033,2.8862676785352684e-05,-3.4883420958986607e-13,3.4883420907996576e-13,-6.976684191797321e-11,6.976684181599315e-11,-3.4883420958986607e-13,3.4883420907996576e-13,4.998305260645156e-09,5.003303567383242e-06,5e-06,3.30356738324128e-09,0.000660713476648256
22350.0,0.01996431651177568,2.8904536714650083e-05,-3.488327446402347e-13,3.4883274414501545e-13,-6.976654892804694e-11,6.976654882900309e-11,-3.488327446402347e-13,3.4883274414501545e-13,4.998305260687686e-09,5.003303567383271e-06,5e-06,3.303567383270926e-09,0.0006607134766541851
22380.0,0.019964274652022114,2.8946396468156e-05,-3.4883127969697347e-13,3.4883127921600596e-13,-6.976625593939469e-11,6.976625584320119e-11,-3.4883127969697347e-13,3.4883127921600596e-13,4.998305260728968e-09,5.003303567383296e-06,5e-06,3.30356738329549e-09,0.000660713476659098
22410.0,0.01996423279244434,2.8988256045871155e-05,-3.4882981476006386e-13,3.4882981429294324e-13,-6.976596295201277e-11,6.976596285858865e-11,-3.4882981476006386e-13,3.4882981429294324e-13,4.998305260769075e-09,5.003303567383323e-06,5e-06,3.303567383322595e-09,0.000660713476664519
22440.0,0.019964190933042362,2.9030115447796256e-05,-3.4882834982950714e-13,3.4882834937583336e-13,-6.976566996590142e-11,6.976566987516667e-11,-3.4882834982950714e-13,3.4882834937583336e-13,4.998305260808031e-09,5.003303567383348e-06,5e-06,3.303567383348006e-09,0.0006607134766696012
22470.0,0.019964149073816172,2.9071974673932018e-05,-3.488268849052972e-13,3.488268844646819e-13,-6.976537698105943e-11,6.976537689293638e-11,-3.488268849052972e-13,3.488268844646819e-13,4.9983052608458425e-09,5.003303567383371e-06,5e-06,3.303567383370876e-09,0.0006607134766741751
22500.0,0.019964107214765773,2.911383372427916e-05,-3.4882541998742693e-13,3.4882541955949455e-13,-6.976508399748538e-11,6.976508391189891e-11,-3.4882541998742693e-13,3.4882541955949455e-13,4.998305260882579e-09,5.003303567383396e-06,5e-06,3.30356738339544e-09,0.000660713476679088
22530.0,0.019964065355891163,2.915569259883839e-05,-3.488239550758907e-13,3.4882395466027653e-13,-6.976479101517814e-11,6.97647909320553e-11,-3.488239550758907e-13,3.4882395466027653e-13,4.998305260918263e-09,5.003303567383419e-06,5e-06,3.3035673834183097e-09,0.0006607134766836619
22560.0,0.019964023497192347,2.919755129761043e-05,-3.4882249017068225e-13,3.488224897670329e-13,-6.976449803413645e-11,6.976449795340658e-11,-3.4882249017068225e-13,3.488224897670329e-13,4.998305260952916e-09,5.0033035673834424e-06,5e-06,3.3035673834420266e-09,0.0006607134766884053
22590.0,0.019963981638669314,2.9239409820596003e-05,-3.4882102527180235e-13,3.488210248797694e-13,-6.976420505436047e-11,6.976420497595388e-11,-3.4882102527180235e-13,3.488210248797694e-13,4.998305260986568e-09,5.0033035673834645e-06,5e-06,3.3035673834640495e-09,0.0006607134766928098
22620.0,0.01996393978032207,2.928126816779582e-05,-3.4881956037923793e-13,3.4881955999849034e-13,-6.976391207584759e-11,6.976391199969806e-11,-3.4881956037923793e-13,3.4881955999849034e-13,4.9983052610192535e-09,5.0033035673834865e-06,5e-06,3.3035673834860724e-09,0.0006607134766972144
22650.0,0.01996389792215061,2.9323126339210605e-05,-3.488180954929876e-13,3.4881809512320063e-13,-6.976361909859753e-11,6.976361902464012e-11,-3.488180954929876e-13,3.4881809512320063e-13,4.998305261051002e-09,5.003303567383507e-06,5e-06,3.303567383506401e-09,0.0006607134767012802
22680.0,0.019963856064154937,2.936498433484108e-05,-3.4881663061304856e-13,3.4881663025390505e-13,-6.976332612260971e-11,6.976332605078101e-11,-3.4881663061304856e-13,3.4881663025390505e-13,4.998305261081837e-09,5.003303567383526e-06,5e-06,3.303567383525883e-09,0.0006607134767051766
22710.0,0.01996381420633505,2.940684215468795e-05,-3.488151657394135e-13,3.4881516539060815e-13,-6.97630331478827e-11,6.976303307812162e-11,-3.488151657394135e-13,3.4881516539060815e-13,4.998305261111773e-09,5.003303567383546e-06,5e-06,3.3035673835453647e-09,0.0006607134767090729
22740.0,0.019963772348690945,2.944869979875195e-05,-3.4881370087207977e-13,3.488137005333139e-13,-6.976274017441595e-11,6.976274010666279e-11,-3.4881370087207977e-13,3.488137005333139e-13,4.998305261140865e-09,5.003303567383565e-06,5e-06,3.3035673835648464e-09,0.0006607134767129693
22770.0,0.019963730491222624,2.9490557267033795e-05,-3.488122360110409e-13,3.488122356820272e-13,-6.976244720220818e-11,6.976244713640544e-11,-3.488122360110409e-13,3.488122356820272e-13,4.9983052611690956e-09,5.003303567383584e-06,5e-06,3.303567383583481e-09,0.0006607134767166962
22800.0,0.019963688633930086,2.9532414559534207e-05,-3.4881077115629576e-13,3.488107708367517e-13,-6.976215423125915e-11,6.976215416735034e-11,-3.4881077115629576e-13,3.488107708367517e-13,4.9983052611965414e-09,5.003303567383602e-06,5e-06,3.303567383601269e-09,0.0006607134767202537
22830.0,0.01996364677681333,2.9574271676253903e-05,-3.4880930630783737e-13,3.4880930599749167e-13,-6.976186126156747e-11,6.976186119949833e-11,-3.4880930630783737e-13,3.4880930599749167e-13,4.9983052612231725e-09,5.0033035673836195e-06,5e-06,3.3035673836190565e-09,0.0006607134767238113
22860.0,0.019963604919872355,2.9616128617193616e-05,-3.488078414656658e-13,3.488078411642508e-13,-6.976156829313315e-11,6.976156823285015e-11,-3.488078414656658e-13,3.488078411642508e-13,4.998305261249057e-09,5.0033035673836356e-06,5e-06,3.30356738363515e-09,0.00066071347672703
22890.0,0.019963563063107162,2.9657985382354062e-05,-3.488063766297704e-13,3.488063763370332e-13,-6.976127532595408e-11,6.976127526740664e-11,-3.488063766297704e-13,3.488063763370332e-13,4.998305261274174e-09,5.003303567383653e-06,5e-06,3.303567383652938e-09,0.0006607134767305876
22920.0,0.01996352120651775,2.9699841971735962e-05,-3.4880491180015395e-13,3.4880491151584207e-13,-6.976098236003079e-11,6.976098230316841e-11,-3.4880491180015395e-13,3.4880491151584207e-13,4.998305261298585e-09,5.00330356738367e-06,5e-06,3.3035673836698785e-09,0.0006607134767339757
22950.0,0.01996347935010411,2.9741698385340043e-05,-3.4880344697681184e-13,3.488034467006813e-13,-6.976068939536236e-11,6.976068934013626e-11,-3.4880344697681184e-13,3.488034467006813e-13,4.998305261322298e-09,5.0033035673836855e-06,5e-06,3.303567383685125e-09,0.000660713476737025
22980.0,0.019963437493866254,2.9783554623167026e-05,-3.488019821597339e-13,3.4880198189155437e-13,-6.976039643194678e-11,6.976039637831087e-11,-3.488019821597339e-13,3.4880198189155437e-13,4.99830526134531e-09,5.003303567383701e-06,5e-06,3.3035673837003717e-09,0.0006607134767400743
